Title,Probability,Reasoning,Open Access PDF URL
llm-rec: personalized recommendation via prompting large language models,8,"The given abstract directly relates to prompt engineering, as it investigates various prompting strategies to improve the performance of large language models, particularly for personalized recommendations. The relevance to prompt engineering is high because the study specifically examines how different types of prompts can enhance LLM's capabilities. This is pertinent to prompt engineering as it contributes to understanding how LLMs can be tuned for better performance on specific tasks by using tailored prompts. The mention of 'hard prefix prompts' is not explicitly stated; however, the exploration of prompting strategies such as 'recommendation-driven' and 'engagement-guided' prompting falls within the broader scope of prompt engineering studies.",https://arxiv.org/pdf/2307.15780
enabling conversational interaction with mobile ui using large language models,8,"The paper is highly relevant to prompt engineering as it explores the design of prompting techniques to adapt large language models (LLMs) for conversational interactions with mobile UIs. This indicates a direct engagement with the process of developing and refining prompts to elicit desired responses from LLMs, which is the essence of prompt engineering. However, it is not exclusively focused on 'hard prefix prompts' as might be suggested by a comprehensive systematic review on such. Its focus on mobile UIs also suggests a specific application area rather than a broad study of prompting techniques. Nevertheless, the work contributes significantly to the field of prompt engineering by demonstrating the practical application of LLMs in a relevant domain without the need for task-dedicated resources.",https://dl.acm.org/doi/pdf/10.1145/3544548.3580895
recent advances in natural language processing via large pre-trained language models: a survey,7,"The title and abstract indicate that the survey covers pre-trained language models and their applications in various NLP tasks, including 'prompting.' Since prompt engineering is a subset of techniques applied to language models to improve performance on various tasks, this survey's content is relevant to the study of prompt engineering, particularly concerning the 'prompting' methods mentioned in the abstract. However, it does not appear to focus exclusively on 'hard prefix prompts' or prompt engineering, hence the rating is not a full 10.",https://arxiv.org/pdf/2111.01243
are large language models ready for healthcare? a comparative study on clinical language understanding,8,"The provided abstract discusses the evaluation of large language models (LLMs) for clinical language understanding tasks in healthcare, which is indirectly related to prompt engineering, as it involves creating effective prompts for complex tasks. More specifically, it introduces a new prompting strategy known as self-questioning prompting (SQP), which is a direct application of prompt engineering aimed at improving the performance of LLMs on healthcare-related tasks. Although the main focus is not on 'hard prefix prompts', SQP likely employs principles of prompt engineering to elicit better responses from the models. This justifies the high relevance rating, although it is not a perfect match since it doesn't focus solely on prompt engineering but includes broader topics of LLM application in healthcare.",https://arxiv.org/pdf/2304.05368
voyager: an open-ended embodied agent with large language models,7,"The abstract describes an AI agent (Voyager) that uses a new iterative prompting mechanism, which is relevant to prompt engineering studies. This mechanism involves environment feedback and self-verification processes, which are significant topics within prompt engineering research. However, the focus is on an embodied agent in a gaming environment, rather than on hard prefix prompts. While there is significant overlap with interests in prompt engineering, the specific focus on 'hard prefix prompts' in a comprehensive systematic review is not directly addressed, thus the relevance is rated as a 7 instead of a higher score.",http://arxiv.org/pdf/2305.16291
the flan collection: designing data and methods for effective instruction tuning,9,"The given abstract is highly relevant to prompt engineering study as it specifically discusses design decisions, task balancing, enrichment techniques, and mixed prompt settings, which are central concepts in the development and improvement of instruction tuning for language models. Despite not using the term 'hard prefix prompts', it directly addresses the broader domain of prompt optimization and the impact on model performance, therefore meriting a high relevance rating.",http://arxiv.org/pdf/2301.13688
learning to compose soft prompts for compositional zero-shot learning,8,"The abstract discusses the development of Compositional Soft Prompting (CSP), which is directly relevant to prompt engineering, as CSP is a form of prompt-related technique designed to improve the interaction between users (or systems) and AI models, specifically pretrained vision-language models. While the reference to 'soft prompts' and not 'hard prefix prompts' might suggest a slight deviation, the overall study is still highly pertinent to the field of prompt engineering, especially given its focus on parameter efficiency, zero-shot learning, and the manipulation of prompt structures (attributes and objects) to optimize model performance. Hence, the rating of 8 acknowledges its strong relevance with a minor deduction for the difference in prompt type (soft versus hard).",http://arxiv.org/pdf/2204.03574
factual probing is [mask]: learning vs. learning to recall,8,"The abstract discusses the use of cloze-style prompts to retrieve factual information from a pre-trained language model, which is highly relevant to the field of prompt engineering. The introduction of OptiPrompt, which optimizes prompts in continuous embedding space, is a direct contribution to the development of prompt engineering techniques. The paper's investigation into the distinction between 'learning' and 'learning to recall' is also pertinent to understanding how models respond to prompts. However, the paper does not specifically address 'hard prefix prompts,' hence the rating is not a full 10.",https://aclanthology.org/2021.naacl-main.398.pdf
how does prompt engineering affect chatgpt performance on unsupervised entity resolution?,9,"The study directly investigates the impact of prompt engineering on the performance of ChatGPT in the context of unsupervised entity resolution, which is a relevant topic in natural language processing and artificial intelligence. The systematic experimental approach to understanding how different prompts can influence the results of entity resolution tasks using a language model like ChatGPT is highly pertinent to studies in prompt engineering. The deduction of one point is due to the preliminary nature of the results mentioned in the abstract, which suggests that there could be further work required to fully understand the relationship and generalize the findings.",https://arxiv.org/pdf/2310.06174
user-friendly image editing with minimal text input: leveraging captioning and injection techniques,8,"The study focuses on making prompt engineering more user-friendly by categorizing prompts by semantic details and proposing methods to simplify the text prompt process for image editing, which is relevant to prompt engineering. The relevance is marked down slightly because the abstract suggests a specific application to image editing rather than a comprehensive systematic review on hard prefix prompts, but it still contributes to the broader topic of prompt optimization and efficiency.",http://arxiv.org/pdf/2306.02717
ascm: an answer space clustered prompting method without answer engineering,8,"This paper is highly relevant to prompt engineering as it proposes an innovative approach to prompt-based learning, addressing limitations in answer mapping by using semantic clustering and synonym initialization. Although not explicitly focused on 'hard prefix prompts,' the concept of improved answer-category mapping in prompt-based learning and the influence on model performance is central to the study of efficient and effective prompt designs. The model's approach of clustering answers to manage diverse linguistic expressions without manual or automatic answer constraints is integral to the broader conversation of how prompts interact with pre-trained language models in tasks like classification and NLI. The semi-supervised stair learning method could also contribute to a better understanding of knowledge distillation in the context of prompt engineering.",https://aclanthology.org/2022.findings-acl.193.pdf
do llms possess a personality? making the mbti test an amazing evaluation for large language models,7,"The paper addresses the feasibility of using the Myers-Briggs Type Indicator (MBTI) to evaluate large language models (LLMs), which involves investigating if the personality types of LLMs can be influenced by prompt engineering. This suggests that the study explores, to some extent, how prompts can be used to shape the output of LLMs, aligning with the broader topic of prompt engineering. However, the focus on MBTI and personality assessment is somewhat tangential to the core aspects of prompt engineering, such as prompt formats or effectiveness, and does not directly address the concept of hard prefix prompts. Therefore, while the study is related to prompt engineering, it is not entirely centered on it, leading to the rating of 7 for relevance.",https://arxiv.org/pdf/2307.16180
the application of chatgpt in healthcare progress notes: a commentary from a clinical and research perspective,7,"The text discusses the use of ChatGPT, an AI-driven language model, in the context of healthcare progress notes, emphasizing the relevance of 'prompt engineering techniques' for effective integration into clinical practice. While the text does not focus specifically on a 'comprehensive systematic review on hard prefix prompts,' it does reference the application of prompt engineering in a practical setting, demonstrating its significance in real-world applications and hence has relevance to the field of prompt engineering. That said, the focus on healthcare rather than the technical aspects of prompt engineering itself means the relevance is substantial but not complete.",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ctm2.1324
copilot for xcode: exploring ai-assisted programming by prompting cloud-based large language models,8,"The paper's relevance to prompt engineering is significant as it describes how an AI-assisted tool, Copilot for Xcode, utilizes prompt engineering through a chat interface to enable features such as code generation, autocompletion, documentation, and error detection. The integration of Large Language Models with a development environment and the tool's ability to process 'small' decisions for program composition signifies the application of prompt engineering techniques, making it highly relevant to the study of prompt engineering, especially within the domain of software development and AI-assisted programming tools.",https://arxiv.org/pdf/2307.14349
towards equitable representation in text-to-image synthesis models with the cross-cultural understanding benchmark (ccub) dataset,7,"The abstract discusses a 'culturally-aware priming approach' and mentions the use of automated prompt engineering with GPT-3, which is relevant to the topic of prompt engineering. However, the main focus seems to be on text-to-image synthesis and fighting bias through data curation, rather than on the details of prompt engineering itself. Therefore, while prompt engineering is a component of the study, it is not the central topic, hence the rating of 7 for relevance.",http://arxiv.org/pdf/2301.12073
omniscientdb: a large language model-augmented dbms that knows what other dbmss do not know,8,"The paper is highly relevant to prompt engineering study as it discusses automatic prompt engineering within the context of a database management system (DBMS). It specifically addresses the issue of constructing appropriate prompts to a large language model in response to SQL queries for the purpose of data augmentation. The paper's focus on exploring different prompting techniques and their application in a DBMS setting makes it pertinent to the field of prompt engineering. However, it does not cover the topic of hard prefix prompts exclusively or systematically, as the abstract suggests a broader application, hence the rating is not a full 10.",http://publikationen.ub.uni-frankfurt.de/files/74426/06_08.pdf
data-driven approach for formality-sensitive machine translation: language-specific handling and synthetic data generation,8,"The paper presents an empirical prompt engineering strategy as part of its data-driven approach to FSMT. Although it does not focus solely on hard prefix prompts, the mention of prompt engineering indicates that this aspect was a significant component of their research methodology. The study's focus on artificial data generation and tailoring the model performance using prompt engineering suggests that the paper would be relevant to someone interested in prompt engineering, even if the main context is machine translation rather than a 'comprehensive systematic review' of hard prefix prompts specifically.",http://arxiv.org/pdf/2306.14514
exploring the impact of prompt engineering on chatgpt 3.5 text summarization: a bert score evaluation,9,"The described study directly investigates the impact of prompt engineering on ChatGPT 3.5, with a particular emphasis on text summarization tasks. It measures the performance by using BERT score evaluation, which is highly relevant to understanding how different prompts can affect the output of AI in NLP applications. Thus, the relevance to prompt engineering studies is high. The reason for not giving a perfect score is the absence of a 'TL;DR' which could provide a concise summary of the results, an element that could further solidify its relevance by directly showcasing how prompts influence the summarization process.",https://doi.org/10.56726/irjmets45268
promptor: a conversational and autonomous prompt generation agent for intelligent text entry techniques,9,"The abstract discusses the creation and impact of an agent called Promptor, which directly relates to the field of prompt engineering, as it generates prompts for language models. This is highly relevant because it addresses the challenge of creating effective prompts, a core issue in prompt engineering. Moreover, it involves actual user studies to compare prompts generated by Promptor against those created by human designers. The slight deduction in rating is due to the abstract not focusing exclusively on 'hard prefix prompts,' which was specified in the original prompt, but the overall study still contributes significantly to the domain of prompt engineering.",https://arxiv.org/pdf/2310.08101
simple llm prompting is state-of-the-art for robust and multilingual dialogue evaluation,8,"The abstract discusses the use of a novel framework that incorporates prompting Large Language Models (LLMs) for improving dialogue evaluation, which is relevant to prompt engineering. Prompt engineering involves designing inputs that help LLMs produce more effective and relevant outputs, and the context here is applying such techniques to evaluate dialogues in multiple languages and ensuring robustness. The relevance might not be a perfect 10 because it is specific to dialogue evaluation rather than prompt engineering in general, but the principles and implications of this research can contribute significantly to the field of prompt engineering as it applies to dialogue systems.",https://arxiv.org/pdf/2308.16797
towards understanding chain-of-thought prompting: an empirical study of what matters,9,"The study is highly relevant to prompt engineering as it delves into the specifics of how Chain-of-Thought prompting impacts the performance of language models. Understanding the effectiveness of CoT, even with invalid demonstrations, offers significant insights into prompt design and how language models can generate coherent reasoning steps. This may directly influence future prompt engineering strategies.",http://arxiv.org/pdf/2212.10001
improving language model prompting in support of semi-autonomous task learning,9,"The abstract provided discusses the development of an agent capability for constructing effective prompts that elicit useful responses from language models for the purpose of learning new tasks. This is highly relevant to the field of prompt engineering, as it directly involves optimizing interaction strategies (prompts) to improve the utility of language model outputs in specific contexts. Although the term 'hard prefix prompts' from the initial prompt is not explicitly mentioned, the essence of the study is deeply intertwined with the principles of prompt engineering, hence the high relevance rating.",https://arxiv.org/pdf/2209.07636
boosting theory-of-mind performance in large language models via prompting,9,"The study is highly relevant to prompt engineering as it investigates the effectiveness of in-context learning prompts in improving the theory-of-mind performance of large language models (LLMs). It directly addresses how tailored prompts can enhance the reasoning capabilities of AI systems, which is a core aspect of prompt engineering. Although the focus is specifically on theory-of-mind tasks, the findings have broader implications for the field of prompt engineering, especially concerning the design of prompts that can guide LLMs towards better understanding and interpreting human mental states and intentions.",http://arxiv.org/pdf/2304.11490
"see, think, confirm: interactive prompting between vision and language models for knowledge-based visual reasoning",7,"The paper introduces a framework, IPVR, which integrates interactive prompting mechanisms within a vision-language reasoning context. While the study primarily focuses on knowledge-based visual reasoning tasks, the use of prompting in the 'think stage' directly relates to prompt engineering as it involves designing prompts to steer a large language model's (LLM) output. This is relevant to the concept of 'hard prefix prompts' which consist of prefixed instructions that guide the model's generation process. Thus, the relevance to prompt engineering is significant, but not exclusive since the paper also emphasizes few-shot learning, transparency, and trustworthiness in reasoning, deviating from prompt engineering as the sole focus.",http://arxiv.org/pdf/2301.05226
"prompting and evaluating large language models for proactive dialogues: clarification, target-guided, and non-collaboration",8,"The abstract points to a study focused on the evaluation and enhancement of conversational systems using Large Language Models through prompt engineering techniques such as the 'Proactive Chain-of-Thought'. Although the main emphasis does not appear to be on 'hard prefix prompts' specifically, the relevance to prompt engineering is clear as it discusses prompting strategies and schemes to handle complex dialogue scenarios. This aligns with the study of how different prompts can influence the behavior and responses of language models. However, because it does not explicitly mention 'hard prefix prompts', it cannot receive a perfect score for relevance.",http://arxiv.org/pdf/2305.13626
pive: prompting with iterative verification improving graph-based generative capability of llms,8,"The study involves a specific application of prompt engineering in the context of generating structured data from large language models (LLMs). The introduction of a framework (PiVe) that uses fine-grained prompts through iterative verification to enhance an LLM's output is directly related to the mechanics of designing effective prompts, which is a key aspect of prompt engineering. While the focus is on improving graph-based generation, which is a specialized subfield, the core concept of using prompts iteratively to refine outcomes is highly relevant to prompt engineering studies. The rating is not a perfect 10 as the extract does not mention 'hard prefix prompts' directly, but the methodology is clearly within the realm of prompt engineering.",http://arxiv.org/pdf/2305.12392
enhancing small medical learners with privacy-preserving contextual prompting,8,"The abstract describes a study focused on enhancing the capabilities of small language models (SLMs) in the medical field through advanced prompting techniques that involve large language models (LLMs) without compromising patient privacy. The core of the study revolves around prompt engineering by designing a system that uses LLMs to generate contextual prompts, which then assist SLMs in performing medical tasks more effectively. This falls under the realm of prompt engineering as it pertains to the creation and optimization of prompts to elicit desired responses from language models. Although it is specific to the medical domain and privacy preservation, the principles and methodologies employed are relevant to the broader study of prompt engineering, especially in how it can be tailored to enhance the performance of smaller models within confidential constraints.",http://arxiv.org/pdf/2305.12723
grammar prompting for domain-specific language generation with large language models,8,"The abstract describes an approach to improve the performance of large language models on domain-specific language generation tasks by using grammar prompting. Although the term 'hard prefix prompts' is not explicitly mentioned, grammar prompting can be considered a form of structured prompt engineering, and the systematic review would likely be interested in various methods of prompt engineering, including grammar prompting. This would make the study significantly relevant to those looking to understand different prompting techniques, especially in the context of generating highly structured languages. The relevance is not rated as a full 10 because the abstract does not directly address a review on 'hard prefix prompts' but rather discusses a related concept in prompt engineering.",http://arxiv.org/pdf/2305.19234
prompting language-informed distribution for compositional zero-shot learning,7,"The abstract indicates that the paper introduces a model called PLID that uses prompting strategies with pre-trained large language models for compositional zero-shot learning, which aligns with the field of prompt engineering. While the term 'hard prefix prompts' is not directly mentioned, prompting language-informed distributions could potentially involve relevant concepts. The relevance is rated as 7 because prompt engineering constitutes a significant aspect of the research, but it's not clear if it specifically and directly addresses 'hard prefix prompts' as the primary focus.",https://arxiv.org/pdf/2305.14428
retrieval-augmented gpt-3.5-based text-to-sql framework with sample-aware prompting and dynamic revision chain,9,"The paper is highly relevant to prompt engineering as it delves into the utilization of large language models (LLMs) and the design of efficient prompts to generate SQL queries from natural language questions. It directly addresses the challenges of prompt learning in contexts that require precise syntax, such as SQL, and proposes innovative solutions to improve the process. The concepts of retrieval-augmented prompting, sample-aware prompting, and a dynamic revision chain are advanced techniques within the scope of prompt engineering, showing how refined prompting strategies can lead to better model performance on specialized tasks.",https://arxiv.org/pdf/2307.05074
towards better chain-of-thought prompting strategies: a survey,9,"The abstract indicates that the study is a systematic survey of the Chain-of-Thought (CoT) prompting technique, a relevant aspect of prompt engineering for large language models (LLM). CoT is directly tied to the strategies used to elicit better performance from LLMs, which is a central concern of prompt engineering. The survey’s aims to provide a comprehensive analysis and guide on the influencing factors of CoT prompting makes it highly relevant. However, since it does not cover the 'hard prefix prompts' explicitly, but rather prompting strategies as a whole, one point is deducted, thus not making it a perfect 10.",https://arxiv.org/pdf/2310.04959
"reinforcement learning in the era of llms: what is essential? what is needed? an rl perspective on rlhf, prompting, and beyond",7,"The paper in question discusses Reinforcement Learning from Human Feedback (RLHF) and its applications to Large Language Models (LLMs). Prompt engineering is relevant to the use of LLMs, as it encompasses the techniques and strategies used to effectively instruct LLMs to produce desired outputs. While the paper does not focus narrowly on 'hard prefix prompts' specifically, the discussion around RLHF and prompting evaluation is pertinent to prompt engineering as a whole. Understanding RLHF and its implications can contribute to more advanced prompt engineering methods, particularly in evaluating and optimizing prompts for better performance in various tasks assigned to LLMs. Thus, the relevance to prompt engineering study is significant, though not exclusively focused on hard prefix prompts.",https://arxiv.org/pdf/2310.06147
can instruction fine-tuned language models identify social bias through prompting?,8,"The study is relevant to prompt engineering as it specifically investigates the use of zero-shot prompting, including Chain-of-Thought (CoT) prompts, to evaluate the capability of language models at bias identification tasks. Since prompt engineering encompasses designing and refining the prompts given to language models to elicit specific types of responses or measure certain capabilities, the study’s focus on how these prompts can be used to detect social biases is pertinent to the field. However, the study does not appear to specifically address 'hard prefix prompts', which would be necessary for a 10 rating since the initial query asked for relevance to prompt engineering studies focused on hard prefix prompts.",https://arxiv.org/pdf/2307.10472
march in chat: interactive prompting for remote embodied referring expression,7,"The provided title and abstract describe a study that engages with large language models (LLMs) for the task of Vision-and-Language Navigation (VLN), particularly focusing on generating navigation plans from high-level instructions — a form of interactive prompting. Although it doesn't directly address the concept of 'hard prefix prompts' in the described system, the use of prompts to communicate with LLMs is relevant to the field of prompt engineering. The March-in-Chat (MiC) model's interactive prompting mechanism that adapts to visual observations could lend insights into how prompt engineering can be applied in dynamic, real-world environments. While the study emphasizes action planning over strict prompting techniques, the interaction between the LLM and the environment via prompts and the adaptability of these prompts is related to the broader topic of engineering prompts for specific tasks. Hence, the rating reflects that the paper has relevance but is not entirely focused on 'hard prefix prompts' specifically within prompt engineering study.",https://arxiv.org/pdf/2308.10141
prompting a large language model to generate diverse motivational messages: a comparison with human-written messages,9,"The study directly investigates prompt engineering by comparing the effectiveness of different prompt structures on the output diversity of a large language model (GPT-4). The use of a crowdsourcing pipeline as a model for constructing LLM prompts, and then measuring the impact on message diversity, provides empirical insights into the principles of prompt engineering. It explores the nuances of constructing prompts based on successful human instruction strategies and their potential utility in eliciting quality and diverse outputs from AI systems. This is highly relevant to the field of prompt engineering, although not focused on 'hard prefix prompts' specifically, it evaluates the broader concept of structured prompting.",https://arxiv.org/pdf/2308.13479
large language models can self-improve,8,"The abstract outlines a method for self-improvement of large language models using 'Chain-of-Thought' prompting and self-consistency without requiring ground truth labels. This is highly relevant to the field of prompt engineering, as it deals with the creation and use of specific prompts ('high-confidence' rationale-augmented answers) to enhance a model's performance. The study's relevance is not a full 10 because the prompt engineering is focusing specifically on 'hard prefix prompts,' and it is not clear from the abstract if the 'high-confidence' prompts used exactly fit under this category. However, the techniques are closely related to prompt engineering and have implications for the development of prompts used in training LLMs.",http://arxiv.org/pdf/2210.11610
multimodal chain-of-thought reasoning in language models,7,"The abstract pertains to the field of language models and their ability to perform complex reasoning, a topic which is inherently connected to prompt engineering as it explores how prompts can be structured to improve performance. While the study focuses on CoT (chain-of-thought) prompting, which is a specific technique within prompt engineering, it also introduces a multimodal approach by incorporating both text and images. The relevance to prompt engineering is significant, as the multimodal CoT could be a novel prompt engineering strategy, but it does not directly address hard prefix prompts, which would have been the direct subject of a prompt engineering study according to the initial prompt inquiry. Therefore, the rating is not a perfect score.",http://arxiv.org/pdf/2302.00923
towards expert-level medical question answering with large language models,8,"The abstract provided discusses the use of Large Language Models (LLMs) and their application in medical question answering. It emphasizes the role of prompting strategies, including a 'novel ensemble refinement approach', which are essential components of prompt engineering. This indicates that the study involves research into optimizing prompts for LLMs to improve their performance in a specific domain, which is highly relevant to the broader field of prompt engineering. The rating is not a full 10 because the abstract focuses on medical question answering and LLM improvements in a specific domain rather than a general examination of hard prefix prompts or prompt engineering as a standalone subject.",http://arxiv.org/pdf/2305.09617
language models can solve computer tasks,8,"The abstract describes a study related to the use of a prompting scheme called RCI in improving the performance of a pre-trained large language model (LLM) for computer tasks and natural language reasoning. While the study does not specifically mention 'hard prefix prompts', it directly involves the broader field of prompt engineering by showcasing how an LLM can be prompted to enhance its ability to interpret and execute tasks based on natural language commands. The emphasis on the efficacy of specialized prompting schemes (including the comparison with 'chain of thought' prompting) indicates that this research is highly relevant to the study and development of prompt engineering methods. The rating is not a full 10 as it does not explicitly focus on hard prefixes but prompt engineering in general.",http://arxiv.org/pdf/2303.17491
is chatgpt the ultimate programming assistant - how far is it?,8,"The title and abstract provided describe an empirical study of ChatGPT's capabilities as a programming assistant and, importantly, they highlight the significance of prompt engineering in its effectiveness. Although the study itself is not about 'hard prefix prompts' specifically, the ramifications of the research touch upon the broader theme of how to interact effectively with LLMs (like ChatGPT) to solve programming tasks. The mention of 'demonstrating the importance of prompt engineering' illustrates a direct relevance to the field of study, however, since it's not strictly about 'hard prefix prompts', but more broadly covers ChatGPT's functionality, the rating is slightly reduced.",https://arxiv.org/pdf/2304.11938
art: automatic multi-step reasoning and tool-use for large language models,8,"The provided abstract describes a framework (ART) that enhances the capabilities of Large Language Models by enabling them to automatically generate intermediate reasoning steps and integrate tool use. This is related to prompt engineering because it explores advanced techniques to optimize how prompts are given to large language models to evoke sophisticated reasoning and external information integration. Although it does not specifically mention 'hard prefix prompts,' the research is highly relevant to the field of prompt engineering as it advances how models are prompted to solve tasks. It falls slightly short of a perfect relevance score because it does not directly address 'hard prefix prompts' but rather focuses on the broader context of generating reasoning steps and tool integration, which can be considered a part of prompt engineering.",http://arxiv.org/pdf/2303.09014
graph of thoughts: solving elaborate problems with large language models,9,"The provided abstract relates closely to prompt engineering study as it introduces a new framework for advancing prompting capabilities in LLMs, which is directly relevant to the field. The introduction of 'Graph of Thoughts' as a means to improve LLM reasoning and the possibility of it being used to develop new prompting schemes suggest a high relevance to the study and practice of prompt engineering. The abstract alleges an enhancement over existing prompting paradigms, pointing to a significant contribution to the field. However, the exact term 'hard prefix prompts' is not mentioned, which prevents a full rating of 10.",https://arxiv.org/pdf/2308.09687
task and motion planning with large language models for object rearrangement,8,"The abstract describes 'LLM-GROP,' a system that leverages large language models (LLMs) through prompting to understand commonsense knowledge about object arrangements. Prompt engineering is directly used to retrieve information about object configurations, which is relevant to studies of prompt engineering. The paper seems to explore the efficacy of different prompts to enable a robot to understand and execute tasks involving physical objects, thus demonstrating a practical application of prompts in AI/robotic systems. While the main focus appears to be on task and motion planning, the use of prompt engineering is a significant aspect of the study, hence the high relevance rating.",http://arxiv.org/pdf/2303.06247
interleaving retrieval with chain-of-thought reasoning for knowledge-intensive multi-step questions,7,"The study presents an approach, IRCoT, that combines retrieval techniques with chains-of-thought reasoning for enhancing multi-step question-answering in large language models. While it doesn't specifically talk about hard prefix prompts, it is indirectly relevant to prompt engineering as it deals with improving the quality and relevance of the responses generated by the AI. Considering that prompt engineering is all about optimizing how we interact with AI models to improve their output, the study's focus on utilizing a CoT to guide retrieval and improve the AI's reasoning steps is a valuable contribution to the field. It could be applied to warrant investigations into how prompts can be optimized to generate more accurate and contextually relevant retrieval queries, which is a crucial aspect of prompt engineering. However, it does not address hard prefix prompts directly, hence the rating is not a full 10.",http://arxiv.org/pdf/2212.10509
unleashing cognitive synergy in large language models: a task-solving agent through multi-persona self-collaboration,8,"The described study is quite relevant to prompt engineering as it explores the concept of Solo Performance Prompting (SPP) which is a method of engaging a Large Language Model (LLM) in multi-turn self-collaboration with multiple personas. This relates to prompt engineering because it involves designing prompts that can elicit certain behaviors or responses from the model, akin to engaging with different facets or 'personas' of the AI. Crafting these nuanced prompts that can stimulate cognitive synergy is a direct example of prompt engineering. The paper does not specifically address 'hard prefix prompts', but the concept of using predetermined prompts to instigate particular responses or modes of operation in the LLM are within the scope of prompt engineering studies. Thus, the study is highly relevant to the development of sophisticated prompt engineering techniques.",https://arxiv.org/pdf/2307.05300
safety assessment of chinese large language models,8,"The abstract describes a study focused on the development of a benchmark for the safety assessment of Chinese large language models (LLMs) using a method that involves providing test prompts and evaluating the safety of the model's responses. Since this method relies heavily on 'prompt engineering' (the strategy of crafting prompts to elicit specific responses or behaviors from AI models), there is a high relevance to prompt engineering studies. Specifically, the benchmark involves prompting as a core part of the assessment process. However, it does not directly focus on improving or innovating prompt engineering techniques, therefore the rating is not a perfect 10.",http://arxiv.org/pdf/2304.10436
can llms express their uncertainty? an empirical evaluation of confidence elicitation in llms,8,"The presented study is highly relevant to prompt engineering as it explores confidence elicitation in large language models (LLMs) without the need for fine-tuning or access to proprietary information. Prompt engineering is a subset of AI research focused on finding ways to improve the performance of AI models by crafting effective prompts. The methods investigated, which include verbalize-based, consistency-based, and hybrid methods, are directly related to how prompts can be designed to elicit more accurate confidence levels from LLMs. This is a key aspect of prompt engineering because it relates to improving the interaction with and the outputs of LLMs, which is a central goal of prompt engineering. However, it doesn’t focus specifically on 'hard prefix' prompts, which slightly reduces its relevance from a perfect score.",http://arxiv.org/pdf/2306.13063
when to make exceptions: exploring language models as accounts of human moral judgment,8,"The paper addresses the development and application of a novel prompting strategy (MORALCOT) with the goal of improving the performance of Large Language Models (LLMs) on rule-breaking question-answering tasks that relate to human moral judgments. Since prompt engineering involves crafting inputs that guide AI models to produce the desired outputs, and the MORALCOT strategy is essentially a method of prompt engineering tailored for moral reasoning contexts, this study is quite relevant to prompt engineering. Although it focuses specifically on moral judgments rather than the broader range of prompt engineering applications, the insights gleaned from creating effective prompts in this challenging area are valuable for the field. The rating is not a full 10 as the content of the paper is narrowly focused on moral reasoning, which is just one of many domains where prompt engineering can be applied.",https://arxiv.org/pdf/2210.01478
expertprompting: instructing large language models to be distinguished experts,9,"The paper is highly relevant to prompt engineering as it discusses a novel strategy 'ExpertPrompting' to improve the performance of large language models by crafting detailed prompts that contextualize the model as an expert. This approach is directly aligned with the study and applications of prompt engineering, aiming to enhance the quality of outputs generated by LLMs. While the paper may not specifically mention 'hard prefix prompts', the concept of customizing prompts to induce expert-level answers fits well into the broader category of prompt engineering techniques, making the paper's content significantly pertinent to the field.",http://arxiv.org/pdf/2305.14688
automatic evaluation of attribution by large language models,7,"The relevance to prompt engineering study is significant because the abstract describes research on prompting Large Language Models (LLMs) as one of the approaches for automatic evaluation. Although the main focus is on evaluating attribution, the fact that prompting is used as a method indicates that the results and methodologies could be applicable and informative for prompt engineering studies. However, the primary emphasis seems to be on attribution evaluation rather than prompt construction or optimization itself, which prevents a full relevance score.",https://arxiv.org/pdf/2305.06311
logic-lm: empowering large language models with symbolic solvers for faithful logical reasoning,7,"The study presents a framework that improves the logical reasoning capabilities of Large Language Models (LLMs) through the integration with symbolic solvers. While the topic is not directly related to 'hard prefix prompts' or prompt engineering, the methodology described includes a step to translate natural language problems into symbolic formulation, which could be considered as a form of complex prompt engineering. The method's aim to enhance LLMs' problem-solving skills with better input translation is relevant to the wider field of prompt engineering, especially in terms of constructing prompts that require logical reasoning. Therefore, the relevance is somewhat high, but not directly focused on the core concept of 'hard prefix prompts'.",http://arxiv.org/pdf/2305.12295
red-teaming large language models using chain of utterances for safety-alignment,8,"The study presents relevant information to prompt engineering by discussing the effects of 'Chain of Utterances-based (CoU) prompting,' which directly relates to how prompts are structured and used to interact with large language models. Additionally, the work on safety evaluation benchmark RED-EVAL and proposing RED-INSTRUCT for the safety alignment of LLMs contributes to understanding and improving prompt-based interactions with these models. This has a direct implication on prompt engineering as it informs the construction of prompts that can be used to evaluate and align LLMs for safety. However, the paper primarily focuses on the safety and ethical implications of prompting rather than on prompt engineering for improving the general performance or functionality, which is why the rating is not a full 10.",https://arxiv.org/pdf/2308.09662
can large language models write good property-based tests?,7,"The abstract describes research into leveraging large language models (LLMs) to synthesize property-based tests, which is a subset of prompt engineering because it specifically looks at how to prompt LLMs to perform a particular software engineering task. The relevance to prompt engineering study is significant as it involves the design of prompts to effectively communicate with LLMs and generate meaningful output. However, it is not directly focused on hard prefix prompts or a comprehensive systematic review of such prompts, which would be the central concern in prompt engineering studies. Therefore, the rating is not a full 10 but still high due to the close connection with the practice of prompt engineering in the context of LLMs.",https://arxiv.org/pdf/2307.04346
